IEEE1 Amplidyne;Bus 7;Bus 5;Bus 7;Bus 5
16,045167;27,358532;-6,828695;1,009659;0,939577
16,046167;27,360931;-6,828252;1,009635;0,939571
16,047167;27,363330;-6,827810;1,009611;0,939566
16,048167;27,365730;-6,827367;1,009587;0,939560
16,049167;27,368131;-6,826924;1,009563;0,939555
16,050167;27,370532;-6,826481;1,009539;0,939549
16,051167;27,372934;-6,826038;1,009515;0,939543
16,052167;27,375336;-6,825594;1,009490;0,939538
16,053167;27,377739;-6,825151;1,009466;0,939532
16,054167;27,380142;-6,824707;1,009442;0,939527
16,055167;27,382546;-6,824262;1,009418;0,939521
16,056167;27,384950;-6,823818;1,009394;0,939516
16,057167;27,387355;-6,823374;1,009370;0,939510
16,058167;27,389760;-6,822929;1,009346;0,939504
16,059167;27,392165;-6,822484;1,009322;0,939499
16,060167;27,394571;-6,822039;1,009298;0,939493
16,061167;27,396977;-6,821594;1,009274;0,939488
16,062167;27,399383;-6,821148;1,009249;0,939482
16,063167;27,401790;-6,820703;1,009225;0,939476
16,064167;27,404197;-6,820257;1,009201;0,939471
16,065167;27,406604;-6,819811;1,009177;0,939465
16,066167;27,409012;-6,819365;1,009153;0,939460
16,067167;27,411420;-6,818919;1,009129;0,939454
16,068167;27,413828;-6,818472;1,009105;0,939449
16,069167;27,416236;-6,818026;1,009081;0,939443
16,070167;27,418645;-6,817579;1,009057;0,939437
16,071167;27,421053;-6,817132;1,009033;0,939432
16,072167;27,423462;-6,816686;1,009009;0,939426
16,073167;27,425871;-6,816238;1,008985;0,939421
16,074167;27,428280;-6,815791;1,008961;0,939415
16,075167;27,430690;-6,815344;1,008937;0,939410
16,076167;27,433099;-6,814897;1,008913;0,939404
16,077167;27,435508;-6,814449;1,008889;0,939398
16,078167;27,437918;-6,814001;1,008865;0,939393
16,079167;27,440327;-6,813554;1,008841;0,939387
16,080167;27,442737;-6,813106;1,008817;0,939382
16,081167;27,445146;-6,812658;1,008793;0,939376
16,082167;27,447556;-6,812210;1,008769;0,939370
16,083167;27,449965;-6,811761;1,008745;0,939365
16,084167;27,452374;-6,811313;1,008721;0,939359
16,085167;27,454784;-6,810865;1,008697;0,939354
16,086167;27,457193;-6,810416;1,008673;0,939348
16,087167;27,459602;-6,809968;1,008649;0,939343
16,088167;27,462011;-6,809519;1,008625;0,939337
16,089167;27,464420;-6,809071;1,008602;0,939331
16,090167;27,466828;-6,808622;1,008578;0,939326
16,091167;27,469237;-6,808173;1,008554;0,939320
16,092167;27,471645;-6,807724;1,008530;0,939315
16,093167;27,474053;-6,807275;1,008506;0,939309
16,094167;27,476461;-6,806826;1,008482;0,939304
16,095167;27,478869;-6,806377;1,008458;0,939298
16,096167;27,481276;-6,805928;1,008434;0,939293
16,097167;27,483683;-6,805479;1,008411;0,939287
16,098167;27,486090;-6,805030;1,008387;0,939281
16,099167;27,488496;-6,804581;1,008363;0,939276
16,100167;27,490902;-6,804132;1,008339;0,939270
16,101167;27,493308;-6,803682;1,008315;0,939265
16,102167;27,495713;-6,803233;1,008291;0,939259
16,103167;27,498118;-6,802784;1,008268;0,939254
16,104167;27,500522;-6,802335;1,008244;0,939248
16,105167;27,502926;-6,801885;1,008220;0,939243
16,106167;27,505330;-6,801436;1,008196;0,939237
16,107167;27,507733;-6,800987;1,008172;0,939231
16,108167;27,510136;-6,800537;1,008149;0,939226
16,109167;27,512538;-6,800088;1,008125;0,939220
16,110167;27,514940;-6,799639;1,008101;0,939215
16,111167;27,517341;-6,799190;1,008077;0,939209
16,112167;27,519741;-6,798740;1,008054;0,939204
16,113167;27,522141;-6,798291;1,008030;0,939198
16,114167;27,524540;-6,797842;1,008006;0,939193
16,115167;27,526939;-6,797393;1,007982;0,939187
16,116167;27,529337;-6,796943;1,007959;0,939182
16,117167;27,531735;-6,796494;1,007935;0,939176
16,118167;27,534132;-6,796045;1,007911;0,939171
16,119167;27,536528;-6,795596;1,007888;0,939165
16,120167;27,538923;-6,795147;1,007864;0,939160
16,121167;27,541318;-6,794698;1,007840;0,939154
16,122167;27,543712;-6,794249;1,007817;0,939148
16,123167;27,546105;-6,793800;1,007793;0,939143
16,124167;27,548498;-6,793351;1,007769;0,939137
16,125167;27,550889;-6,792903;1,007746;0,939132
16,126167;27,553280;-6,792454;1,007722;0,939126
16,127167;27,555670;-6,792005;1,007698;0,939121
16,128167;27,558059;-6,791557;1,007675;0,939115
16,129167;27,560448;-6,791108;1,007651;0,939110
16,130167;27,562835;-6,790660;1,007628;0,939104
16,131167;27,565222;-6,790212;1,007604;0,939099
16,132167;27,567607;-6,789763;1,007580;0,939093
16,133167;27,569992;-6,789315;1,007557;0,939088
16,134167;27,572376;-6,788867;1,007533;0,939082
16,135167;27,574759;-6,788419;1,007510;0,939077
16,136167;27,577140;-6,787972;1,007486;0,939071
16,137167;27,579521;-6,787524;1,007463;0,939066
16,138167;27,581901;-6,787076;1,007439;0,939060
16,139167;27,584280;-6,786629;1,007416;0,939055
16,140167;27,586658;-6,786182;1,007392;0,939050
16,141167;27,589034;-6,785734;1,007369;0,939044
16,142167;27,591410;-6,785287;1,007345;0,939039
16,143167;27,593784;-6,784840;1,007322;0,939033
16,144167;27,596158;-6,784393;1,007298;0,939028
16,145167;27,598530;-6,783947;1,007275;0,939022
16,146167;27,600901;-6,783500;1,007251;0,939017
16,147167;27,603271;-6,783054;1,007228;0,939011
16,148167;27,605640;-6,782608;1,007205;0,939006
16,149167;27,608007;-6,782161;1,007181;0,939000
16,150167;27,610373;-6,781715;1,007158;0,938995
16,151167;27,612738;-6,781270;1,007134;0,938989
16,152167;27,615102;-6,780824;1,007111;0,938984
16,153167;27,617465;-6,780379;1,007088;0,938979
16,154167;27,619826;-6,779933;1,007064;0,938973
16,155167;27,622186;-6,779488;1,007041;0,938968
16,156167;27,624545;-6,779043;1,007018;0,938962
16,157167;27,626902;-6,778599;1,006994;0,938957
16,158167;27,629258;-6,778154;1,006971;0,938951
16,159167;27,631612;-6,777710;1,006948;0,938946
16,160167;27,633965;-6,777265;1,006924;0,938941
16,161167;27,636317;-6,776821;1,006901;0,938935
16,162167;27,638667;-6,776378;1,006878;0,938930
16,163167;27,641016;-6,775934;1,006854;0,938924
16,164167;27,643364;-6,775491;1,006831;0,938919
16,165167;27,645710;-6,775048;1,006808;0,938914
16,166167;27,648054;-6,774605;1,006785;0,938908
16,167167;27,650397;-6,774162;1,006762;0,938903
16,168167;27,652739;-6,773719;1,006738;0,938897
16,169167;27,655078;-6,773277;1,006715;0,938892
16,170167;27,657417;-6,772835;1,006692;0,938887
16,171167;27,659754;-6,772393;1,006669;0,938881
16,172167;27,662089;-6,771952;1,006646;0,938876
16,173167;27,664422;-6,771510;1,006622;0,938870
16,174167;27,666754;-6,771069;1,006599;0,938865
16,175167;27,669085;-6,770628;1,006576;0,938860
16,176167;27,671413;-6,770188;1,006553;0,938854
16,177167;27,673740;-6,769747;1,006530;0,938849
16,178167;27,676066;-6,769307;1,006507;0,938844
16,179167;27,678389;-6,768868;1,006484;0,938838
16,180167;27,680711;-6,768428;1,006461;0,938833
16,181167;27,683031;-6,767989;1,006438;0,938828
16,182167;27,685350;-6,767550;1,006415;0,938822
16,183167;27,687666;-6,767111;1,006392;0,938817
16,184167;27,689981;-6,766673;1,006369;0,938812
16,185167;27,692294;-6,766234;1,006346;0,938806
16,186167;27,694606;-6,765796;1,006323;0,938801
16,187167;27,696915;-6,765359;1,006300;0,938796
16,188167;27,699223;-6,764922;1,006277;0,938790
16,189167;27,701528;-6,764485;1,006254;0,938785
16,190167;27,703832;-6,764048;1,006231;0,938780
16,191167;27,706134;-6,763611;1,006208;0,938774
16,192167;27,708434;-6,763175;1,006185;0,938769
16,193167;27,710733;-6,762739;1,006162;0,938764
16,194167;27,713029;-6,762304;1,006139;0,938758
16,195167;27,715323;-6,761869;1,006116;0,938753
16,196167;27,717616;-6,761434;1,006093;0,938748
16,197167;27,719906;-6,760999;1,006070;0,938743
16,198167;27,722194;-6,760565;1,006048;0,938737
16,199167;27,724481;-6,760131;1,006025;0,938732
16,200167;27,726765;-6,759698;1,006002;0,938727
16,201167;27,729047;-6,759265;1,005979;0,938722
16,202167;27,731328;-6,758832;1,005956;0,938716
16,203167;27,733606;-6,758399;1,005933;0,938711
16,204167;27,735882;-6,757967;1,005911;0,938706
16,205167;27,738156;-6,757535;1,005888;0,938701
16,206167;27,740428;-6,757104;1,005865;0,938695
16,207167;27,742698;-6,756673;1,005842;0,938690
16,208167;27,744965;-6,756242;1,005820;0,938685
16,209167;27,747231;-6,755812;1,005797;0,938680
16,210167;27,749494;-6,755382;1,005774;0,938674
16,211167;27,751755;-6,754952;1,005752;0,938669
16,212167;27,754014;-6,754523;1,005729;0,938664
16,213167;27,756271;-6,754094;1,005706;0,938659
16,214167;27,758525;-6,753665;1,005684;0,938654
16,215167;27,760778;-6,753237;1,005661;0,938648
16,216167;27,763028;-6,752810;1,005638;0,938643
16,217167;27,765275;-6,752382;1,005616;0,938638
16,218167;27,767521;-6,751955;1,005593;0,938633
16,219167;27,769764;-6,751529;1,005571;0,938628
16,220167;27,772005;-6,751102;1,005548;0,938622
16,221167;27,774243;-6,750677;1,005526;0,938617
16,222167;27,776480;-6,750251;1,005503;0,938612
16,223167;27,778714;-6,749826;1,005481;0,938607
16,224167;27,780945;-6,749402;1,005458;0,938602
16,225167;27,783174;-6,748978;1,005436;0,938597
16,226167;27,785401;-6,748554;1,005413;0,938592
16,227167;27,787625;-6,748131;1,005391;0,938586
16,228167;27,789847;-6,747708;1,005368;0,938581
16,229167;27,792067;-6,747285;1,005346;0,938576
16,230167;27,794284;-6,746863;1,005323;0,938571
16,231167;27,796498;-6,746442;1,005301;0,938566
16,232167;27,798710;-6,746021;1,005279;0,938561
16,233167;27,800920;-6,745600;1,005256;0,938556
16,234167;27,803127;-6,745180;1,005234;0,938551
16,235167;27,805332;-6,744760;1,005212;0,938546
16,236167;27,807534;-6,744341;1,005189;0,938540
16,237167;27,809734;-6,743922;1,005167;0,938535
16,238167;27,811931;-6,743503;1,005145;0,938530
16,239167;27,814125;-6,743085;1,005122;0,938525
16,240167;27,816317;-6,742668;1,005100;0,938520
16,241167;27,818506;-6,742250;1,005078;0,938515
16,242167;27,820693;-6,741834;1,005056;0,938510
16,243167;27,822877;-6,741418;1,005033;0,938505
16,244167;27,825059;-6,741002;1,005011;0,938500
16,245167;27,827238;-6,740587;1,004989;0,938495
16,246167;27,829414;-6,740172;1,004967;0,938490
16,247167;27,831588;-6,739758;1,004945;0,938485
16,248167;27,833759;-6,739344;1,004923;0,938480
16,249167;27,835927;-6,738931;1,004900;0,938475
16,250167;27,838092;-6,738518;1,004878;0,938470
16,251167;27,840255;-6,738106;1,004856;0,938465
16,252167;27,842415;-6,737694;1,004834;0,938460
16,253167;27,844573;-6,737282;1,004812;0,938455
16,254167;27,846728;-6,736872;1,004790;0,938450
16,255167;27,848880;-6,736461;1,004768;0,938445
16,256167;27,851029;-6,736051;1,004746;0,938440
16,257167;27,853175;-6,735642;1,004724;0,938435
16,258167;27,855319;-6,735233;1,004702;0,938430
16,259167;27,857460;-6,734825;1,004680;0,938425
16,260167;27,859598;-6,734417;1,004658;0,938420
16,261167;27,861733;-6,734010;1,004636;0,938415
16,262167;27,863865;-6,733603;1,004614;0,938410
16,263167;27,865995;-6,733197;1,004592;0,938405
16,264167;27,868122;-6,732791;1,004570;0,938400
16,265167;27,870246;-6,732386;1,004548;0,938395
16,266167;27,872367;-6,731981;1,004527;0,938390
16,267167;27,874485;-6,731577;1,004505;0,938386
16,268167;27,876600;-6,731174;1,004483;0,938381
16,269167;27,878712;-6,730771;1,004461;0,938376
16,270167;27,880822;-6,730368;1,004439;0,938371
16,271167;27,882928;-6,729966;1,004418;0,938366
16,272167;27,885032;-6,729565;1,004396;0,938361
16,273167;27,887132;-6,729164;1,004374;0,938356
16,274167;27,889230;-6,728764;1,004352;0,938351
16,275167;27,891325;-6,728364;1,004331;0,938346
16,276167;27,893417;-6,727965;1,004309;0,938342
16,277167;27,895505;-6,727566;1,004287;0,938337
16,278167;27,897591;-6,727168;1,004266;0,938332
16,279167;27,899674;-6,726770;1,004244;0,938327
16,280167;27,901754;-6,726373;1,004222;0,938322
16,281167;27,903830;-6,725977;1,004201;0,938317
16,282167;27,905904;-6,725581;1,004179;0,938313
16,283167;27,907975;-6,725186;1,004157;0,938308
16,284167;27,910043;-6,724791;1,004136;0,938303
16,285167;27,912107;-6,724397;1,004114;0,938298
16,286167;27,914169;-6,724004;1,004093;0,938293
16,287167;27,916227;-6,723611;1,004071;0,938289
16,288167;27,918283;-6,723218;1,004050;0,938284
16,289167;27,920335;-6,722826;1,004028;0,938279
16,290167;27,922384;-6,722435;1,004007;0,938274
16,291167;27,924430;-6,722045;1,003985;0,938270
16,292167;27,926473;-6,721655;1,003964;0,938265
16,293167;27,928513;-6,721265;1,003943;0,938260
16,294167;27,930550;-6,720876;1,003921;0,938255
16,295167;27,932583;-6,720488;1,003900;0,938251
16,296167;27,934614;-6,720100;1,003878;0,938246
16,297167;27,936641;-6,719713;1,003857;0,938241
16,298167;27,938665;-6,719327;1,003836;0,938236
16,299167;27,940686;-6,718941;1,003815;0,938232
16,300167;27,942704;-6,718556;1,003793;0,938227
16,301167;27,944718;-6,718171;1,003772;0,938222
16,302167;27,946730;-6,717787;1,003751;0,938218
16,303167;27,948738;-6,717404;1,003729;0,938213
16,304167;27,950743;-6,717021;1,003708;0,938208
16,305167;27,952744;-6,716639;1,003687;0,938204
16,306167;27,954743;-6,716257;1,003666;0,938199
16,307167;27,956738;-6,715877;1,003645;0,938194
16,308167;27,958730;-6,715496;1,003624;0,938190
16,309167;27,960719;-6,715117;1,003602;0,938185
16,310167;27,962704;-6,714738;1,003581;0,938180
16,311167;27,964687;-6,714359;1,003560;0,938176
16,312167;27,966666;-6,713981;1,003539;0,938171
16,313167;27,968641;-6,713604;1,003518;0,938167
16,314167;27,970614;-6,713228;1,003497;0,938162
16,315167;27,972583;-6,712852;1,003476;0,938157
16,316167;27,974549;-6,712477;1,003455;0,938153
16,317167;27,976511;-6,712102;1,003434;0,938148
16,318167;27,978470;-6,711728;1,003413;0,938144
16,319167;27,980426;-6,711355;1,003392;0,938139
16,320167;27,982379;-6,710982;1,003371;0,938135
16,321167;27,984328;-6,710610;1,003350;0,938130
16,322167;27,986274;-6,710239;1,003330;0,938125
16,323167;27,988216;-6,709868;1,003309;0,938121
16,324167;27,990155;-6,709498;1,003288;0,938116
16,325167;27,992091;-6,709128;1,003267;0,938112
16,326167;27,994024;-6,708760;1,003246;0,938107
16,327167;27,995953;-6,708392;1,003225;0,938103
16,328167;27,997878;-6,708024;1,003205;0,938098
16,329167;27,999801;-6,707657;1,003184;0,938094
16,330167;28,001720;-6,707291;1,003163;0,938089
16,331167;28,003635;-6,706926;1,003142;0,938085
16,332167;28,005548;-6,706561;1,003122;0,938080
16,333167;28,007456;-6,706197;1,003101;0,938076
16,334167;28,009362;-6,705833;1,003080;0,938071
16,335167;28,011264;-6,705471;1,003060;0,938067
16,336167;28,013162;-6,705108;1,003039;0,938063
16,337167;28,015057;-6,704747;1,003018;0,938058
16,338167;28,016949;-6,704386;1,002998;0,938054
16,339167;28,018837;-6,704026;1,002977;0,938049
16,340167;28,020722;-6,703667;1,002957;0,938045
16,341167;28,022603;-6,703308;1,002936;0,938040
16,342167;28,024481;-6,702950;1,002916;0,938036
16,343167;28,026356;-6,702592;1,002895;0,938032
16,344167;28,028227;-6,702236;1,002875;0,938027
16,345167;28,030094;-6,701880;1,002854;0,938023
16,346167;28,031959;-6,701524;1,002834;0,938019
16,347167;28,033819;-6,701169;1,002813;0,938014
16,348167;28,035676;-6,700815;1,002793;0,938010
16,349167;28,037530;-6,700462;1,002773;0,938005
16,350167;28,039380;-6,700110;1,002752;0,938001
16,351167;28,041227;-6,699758;1,002732;0,937997
16,352167;28,043070;-6,699406;1,002712;0,937992
16,353167;28,044910;-6,699056;1,002691;0,937988
16,354167;28,046747;-6,698706;1,002671;0,937984
16,355167;28,048579;-6,698357;1,002651;0,937980
16,356167;28,050409;-6,698008;1,002631;0,937975
16,357167;28,052234;-6,697660;1,002610;0,937971
16,358167;28,054057;-6,697313;1,002590;0,937967
16,359167;28,055875;-6,696967;1,002570;0,937962
16,360167;28,057691;-6,696621;1,002550;0,937958
16,361167;28,059502;-6,696276;1,002530;0,937954
16,362167;28,061311;-6,695932;1,002510;0,937950
16,363167;28,063115;-6,695588;1,002490;0,937945
16,364167;28,064917;-6,695246;1,002469;0,937941
16,365167;28,066714;-6,694903;1,002449;0,937937
16,366167;28,068508;-6,694562;1,002429;0,937933
16,367167;28,070299;-6,694221;1,002409;0,937928
16,368167;28,072086;-6,693881;1,002389;0,937924
16,369167;28,073870;-6,693542;1,002369;0,937920
16,370167;28,075650;-6,693203;1,002349;0,937916
16,371167;28,077426;-6,692865;1,002330;0,937912
16,372167;28,079199;-6,692528;1,002310;0,937908
16,373167;28,080968;-6,692191;1,002290;0,937903
16,374167;28,082734;-6,691856;1,002270;0,937899
16,375167;28,084496;-6,691520;1,002250;0,937895
16,376167;28,086255;-6,691186;1,002230;0,937891
16,377167;28,088010;-6,690852;1,002210;0,937887
16,378167;28,089762;-6,690519;1,002191;0,937883
16,379167;28,091510;-6,690187;1,002171;0,937879
16,380167;28,093255;-6,689856;1,002151;0,937874
16,381167;28,094995;-6,689525;1,002131;0,937870
16,382167;28,096733;-6,689195;1,002112;0,937866
16,383167;28,098467;-6,688865;1,002092;0,937862
16,384167;28,100197;-6,688537;1,002072;0,937858
16,385167;28,101924;-6,688209;1,002053;0,937854
16,386167;28,103647;-6,687882;1,002033;0,937850
16,387167;28,105366;-6,687555;1,002013;0,937846
16,388167;28,107082;-6,687229;1,001994;0,937842
16,389167;28,108795;-6,686904;1,001974;0,937838
16,390167;28,110504;-6,686580;1,001955;0,937834
16,391167;28,112209;-6,686256;1,001935;0,937830
16,392167;28,113911;-6,685933;1,001916;0,937826
16,393167;28,115609;-6,685611;1,001896;0,937822
16,394167;28,117304;-6,685290;1,001877;0,937818
16,395167;28,118995;-6,684969;1,001857;0,937814
16,396167;28,120682;-6,684649;1,001838;0,937810
16,397167;28,122366;-6,684330;1,001818;0,937806
16,398167;28,124047;-6,684011;1,001799;0,937802
16,399167;28,125723;-6,683693;1,001780;0,937798
16,400167;28,127397;-6,683376;1,001760;0,937794
16,401167;28,129066;-6,683060;1,001741;0,937790
16,402167;28,130732;-6,682744;1,001722;0,937786
16,403167;28,132395;-6,682429;1,001702;0,937782
16,404167;28,134054;-6,682115;1,001683;0,937778
16,405167;28,135709;-6,681801;1,001664;0,937774
16,406167;28,137361;-6,681488;1,001645;0,937770
16,407167;28,139009;-6,681176;1,001626;0,937766
16,408167;28,140654;-6,680865;1,001606;0,937762
16,409167;28,142295;-6,680555;1,001587;0,937759
16,410167;28,143933;-6,680245;1,001568;0,937755
16,411167;28,145567;-6,679936;1,001549;0,937751
16,412167;28,147197;-6,679627;1,001530;0,937747
16,413167;28,148824;-6,679319;1,001511;0,937743
16,414167;28,150447;-6,679012;1,001492;0,937739
16,415167;28,152067;-6,678706;1,001473;0,937735
16,416167;28,153683;-6,678401;1,001454;0,937732
16,417167;28,155296;-6,678096;1,001435;0,937728
16,418167;28,156905;-6,677792;1,001416;0,937724
16,419167;28,158511;-6,677489;1,001397;0,937720
16,420167;28,160113;-6,677186;1,001378;0,937716
16,421167;28,161711;-6,676884;1,001359;0,937713
16,422167;28,163306;-6,676583;1,001340;0,937709
16,423167;28,164897;-6,676283;1,001321;0,937705
16,424167;28,166485;-6,675983;1,001303;0,937701
16,425167;28,168070;-6,675684;1,001284;0,937697
16,426167;28,169650;-6,675386;1,001265;0,937694
16,427167;28,171228;-6,675088;1,001246;0,937690
16,428167;28,172801;-6,674791;1,001227;0,937686
16,429167;28,174371;-6,674495;1,001209;0,937683
16,430167;28,175938;-6,674200;1,001190;0,937679
16,431167;28,177501;-6,673905;1,001171;0,937675
16,432167;28,179061;-6,673612;1,001153;0,937671
16,433167;28,180617;-6,673318;1,001134;0,937668
16,434167;28,182169;-6,673026;1,001115;0,937664
16,435167;28,183718;-6,672734;1,001097;0,937660
16,436167;28,185264;-6,672443;1,001078;0,937657
16,437167;28,186806;-6,672153;1,001060;0,937653
16,438167;28,188345;-6,671863;1,001041;0,937649
16,439167;28,189880;-6,671575;1,001023;0,937646
16,440167;28,191411;-6,671287;1,001004;0,937642
16,441167;28,192939;-6,670999;1,000986;0,937638
16,442167;28,194464;-6,670713;1,000967;0,937635
16,443167;28,195985;-6,670427;1,000949;0,937631
16,444167;28,197502;-6,670141;1,000930;0,937628
16,445167;28,199016;-6,669857;1,000912;0,937624
16,446167;28,200527;-6,669573;1,000894;0,937620
16,447167;28,202034;-6,669290;1,000875;0,937617
16,448167;28,203538;-6,669008;1,000857;0,937613
16,449167;28,205038;-6,668726;1,000839;0,937610
16,450167;28,206535;-6,668445;1,000821;0,937606
16,451167;28,208028;-6,668165;1,000802;0,937603
16,452167;28,209518;-6,667886;1,000784;0,937599
16,453167;28,211004;-6,667607;1,000766;0,937595
16,454167;28,212487;-6,667329;1,000748;0,937592
16,455167;28,213966;-6,667052;1,000730;0,937588
16,456167;28,215442;-6,666775;1,000711;0,937585
16,457167;28,216915;-6,666499;1,000693;0,937581
16,458167;28,218384;-6,666224;1,000675;0,937578
16,459167;28,219850;-6,665950;1,000657;0,937574
16,460167;28,221312;-6,665676;1,000639;0,937571
16,461167;28,222771;-6,665403;1,000621;0,937567
16,462167;28,224226;-6,665131;1,000603;0,937564
16,463167;28,225679;-6,664859;1,000585;0,937560
16,464167;28,227127;-6,664588;1,000567;0,937557
16,465167;28,228572;-6,664318;1,000549;0,937554
16,466167;28,230014;-6,664048;1,000531;0,937550
16,467167;28,231453;-6,663780;1,000513;0,937547
16,468167;28,232888;-6,663512;1,000496;0,937543
16,469167;28,234320;-6,663244;1,000478;0,937540
16,470167;28,235748;-6,662978;1,000460;0,937536
16,471167;28,237173;-6,662712;1,000442;0,937533
16,472167;28,238595;-6,662447;1,000424;0,937530
16,473167;28,240013;-6,662182;1,000407;0,937526
16,474167;28,241428;-6,661918;1,000389;0,937523
16,475167;28,242839;-6,661655;1,000371;0,937520
16,476167;28,244248;-6,661393;1,000353;0,937516
16,477167;28,245652;-6,661131;1,000336;0,937513
16,478167;28,247054;-6,660870;1,000318;0,937510
16,479167;28,248452;-6,660609;1,000301;0,937506
16,480167;28,249847;-6,660350;1,000283;0,937503
16,481167;28,251239;-6,660091;1,000265;0,937500
16,482167;28,252627;-6,659833;1,000248;0,937496
16,483167;28,254012;-6,659575;1,000230;0,937493
16,484167;28,255394;-6,659318;1,000213;0,937490
16,485167;28,256772;-6,659062;1,000195;0,937486
16,486167;28,258147;-6,658807;1,000178;0,937483
16,487167;28,259519;-6,658552;1,000160;0,937480
16,488167;28,260888;-6,658298;1,000143;0,937477
16,489167;28,262253;-6,658044;1,000126;0,937473
16,490167;28,263615;-6,657792;1,000108;0,937470
16,491167;28,264974;-6,657539;1,000091;0,937467
16,492167;28,266329;-6,657288;1,000073;0,937464
16,493167;28,267682;-6,657037;1,000056;0,937460
16,494167;28,269031;-6,656787;1,000039;0,937457
16,495167;28,270377;-6,656538;1,000022;0,937454
16,496167;28,271719;-6,656289;1,000004;0,937451
16,497167;28,273059;-6,656042;0,999987;0,937448
16,498167;28,274395;-6,655794;0,999970;0,937444
16,499167;28,275728;-6,655548;0,999953;0,937441
16,500167;28,277058;-6,655302;0,999936;0,937438
16,501167;28,278384;-6,655056;0,999919;0,937435
16,502167;28,279708;-6,654812;0,999901;0,937432
16,503167;28,281028;-6,654568;0,999884;0,937428
16,504167;28,282345;-6,654325;0,999867;0,937425
16,505167;28,283659;-6,654082;0,999850;0,937422
16,506167;28,284970;-6,653840;0,999833;0,937419
16,507167;28,286278;-6,653599;0,999816;0,937416
16,508167;28,287582;-6,653358;0,999799;0,937413
16,509167;28,288884;-6,653118;0,999782;0,937410
16,510167;28,290182;-6,652879;0,999765;0,937407
16,511167;28,291477;-6,652640;0,999748;0,937404
16,512167;28,292769;-6,652403;0,999732;0,937400
16,513167;28,294058;-6,652165;0,999715;0,937397
16,514167;28,295344;-6,651929;0,999698;0,937394
16,515167;28,296627;-6,651693;0,999681;0,937391
16,516167;28,297907;-6,651457;0,999664;0,937388
16,517167;28,299183;-6,651223;0,999648;0,937385
16,518167;28,300457;-6,650989;0,999631;0,937382
16,519167;28,301727;-6,650755;0,999614;0,937379
16,520167;28,302995;-6,650522;0,999597;0,937376
16,521167;28,304259;-6,650290;0,999581;0,937373
16,522167;28,305521;-6,650059;0,999564;0,937370
16,523167;28,306779;-6,649828;0,999547;0,937367
16,524167;28,308035;-6,649598;0,999531;0,937364
16,525167;28,309287;-6,649368;0,999514;0,937361
16,526167;28,310537;-6,649140;0,999498;0,937358
16,527167;28,311783;-6,648911;0,999481;0,937355
16,528167;28,313026;-6,648684;0,999465;0,937352
16,529167;28,314267;-6,648457;0,999448;0,937349
16,530167;28,315504;-6,648230;0,999432;0,937346
16,531167;28,316739;-6,648005;0,999415;0,937343
16,532167;28,317970;-6,647780;0,999399;0,937340
16,533167;28,319199;-6,647555;0,999382;0,937338
16,534167;28,320425;-6,647331;0,999366;0,937335
16,535167;28,321648;-6,647108;0,999350;0,937332
16,536167;28,322867;-6,646886;0,999333;0,937329
16,537167;28,324084;-6,646664;0,999317;0,937326
16,538167;28,325299;-6,646442;0,999301;0,937323
16,539167;28,326510;-6,646222;0,999284;0,937320
16,540167;28,327718;-6,646001;0,999268;0,937317
16,541167;28,328923;-6,645782;0,999252;0,937314
16,542167;28,330126;-6,645563;0,999236;0,937312
16,543167;28,331326;-6,645345;0,999220;0,937309
16,544167;28,332523;-6,645127;0,999203;0,937306
16,545167;28,333717;-6,644910;0,999187;0,937303
16,546167;28,334908;-6,644694;0,999171;0,937300
16,547167;28,336096;-6,644478;0,999155;0,937297
16,548167;28,337282;-6,644262;0,999139;0,937295
16,549167;28,338465;-6,644048;0,999123;0,937292
16,550167;28,339645;-6,643834;0,999107;0,937289
16,551167;28,340822;-6,643620;0,999091;0,937286
16,552167;28,341996;-6,643407;0,999075;0,937283
16,553167;28,343168;-6,643195;0,999059;0,937281
16,554167;28,344337;-6,642983;0,999043;0,937278
16,555167;28,345503;-6,642772;0,999027;0,937275
16,556167;28,346667;-6,642562;0,999011;0,937272
16,557167;28,347827;-6,642352;0,998995;0,937269
16,558167;28,348985;-6,642143;0,998980;0,937267
16,559167;28,350141;-6,641934;0,998964;0,937264
16,560167;28,351293;-6,641726;0,998948;0,937261
16,561167;28,352443;-6,641518;0,998932;0,937259
16,562167;28,353590;-6,641311;0,998917;0,937256
16,563167;28,354735;-6,641105;0,998901;0,937253
16,564167;28,355877;-6,640899;0,998885;0,937250
16,565167;28,357016;-6,640694;0,998869;0,937248
16,566167;28,358153;-6,640489;0,998854;0,937245
16,567167;28,359286;-6,640285;0,998838;0,937242
16,568167;28,360418;-6,640081;0,998823;0,937240
16,569167;28,361547;-6,639878;0,998807;0,937237
16,570167;28,362673;-6,639676;0,998791;0,937234
16,571167;28,363796;-6,639474;0,998776;0,937232
16,572167;28,364917;-6,639272;0,998760;0,937229
16,573167;28,366035;-6,639071;0,998745;0,937226
16,574167;28,367151;-6,638871;0,998729;0,937224
16,575167;28,368264;-6,638672;0,998714;0,937221
16,576167;28,369375;-6,638472;0,998699;0,937219
16,577167;28,370483;-6,638274;0,998683;0,937216
16,578167;28,371589;-6,638076;0,998668;0,937213
16,579167;28,372692;-6,637878;0,998652;0,937211
16,580167;28,373793;-6,637681;0,998637;0,937208
16,581167;28,374891;-6,637485;0,998622;0,937206
